country	Access_to_Electricity_percent_of_Population	basic_drinking_water_access_pct	Control_of_Corruption_Percentile_Rank_Upper_Bound_of_90_percent_Confidence_Interval	death_20_24_years	Employment_in_Industry_Female_percent_of_Female_Employment_ILO_modeled_estimates	Employment_to_Population_Ratio_Ages_15__Total_percent_ILO_modeled_estimates	Employment_to_Population_Ratio_Ages_15_24_Male_percent_ILO_modeled_estimates	energy_consumption_gnipct	energy_intensity_mj_gdp	export_value_index_2000	export_volume_index_2000	Female_to_Male_Labor_Force_Participation_Rate_Ratio_percent_ILO_modeled_estimates	fertility_rate_total	gdp_deflator	GDP_per_Employed_Person_constant_2021_PPP_dollars	government_effectiveness_estimate	Gross_Enrollment_Ratio_of_Girls_in_Primary_School_percent	Labor_Force_Participation_Rate_Male_percent_of_Male_Population_Ages_15__ILO_modeled_estimates	Labor_Force_Participation_Rate_of_Women_Aged_15_24_percent_ILO_modeled_estimates	male_population_0_14_pct	Merchandise_Trade_percent_of_GDP	open_defecation_percent	personal_remittances_gdp_percent	Population_Aged_20_24_Female_percent_of_Female_Population	primary_school_enrollment_gross	refugee_population	Rule_of_Law_estimate	rural_electricity_access_pct	service_value_added_growth	Total_Cases	Unemployment_Rate_Youth_Total_percent_of_Total_Labor_Force_Ages_15_24_ILO_modeled_estimates	unemployment_total_ilo	voice_accountability_estimate	Women_Business_and_the_Law_Index_score_scale_1_100	women_parliament_seats_percent	year
BEN	34	65.523	43.269	2205	21	67	34	0	6	152.207	135.601	89	5.348	99.156	8174	-0.485	120	72	42	43.909	48.086	55.362	2	8.974	125	330	-0.485	16	5	832	4	2	0.265	74	8	2014
CHN	100	91.973	53.846	57357	30	66	50	1	8	103.027	100.571	82	1.769	89.808	25257	0.355	99	76	51	19.332	41.062	0.74	0	7.498	98	210793	-0.396	100	8	24	11	5	-1.617	76	23	2014
CMR	57	65.462	15.385	7839	11	70	49	3	5	126.771	96.742	87	4.855	99.036	11537	-0.812	107	77	45	43.844	34.898	5.639	1	9.431	114	10739	-0.898	19	6	3355	6	4	-0.944	51	31	2014
COD	14	36.439	13.462	27660	5	63	29	1	15	91.131	73.947	90	6.483	329.184	3722	-1.565	101	70	39	46.648	41.778	11.66	2	8.658	107	516765	-1.463	1	7	22203	8	4	-1.287	42	11	2014
DEU	100	100	95.673	1560	14	57	47	0	3	112.668	97.622	83	1.47	98.18	118393	1.665	102	66	48	13.8	69.461	0	0	5.506	103	170	1.85	100	1	1	8	5	1.436	97	36	2014
GBR	100	100	95.673	1524	8	59	48	0	3	109.647	96.443	83	1.81	99.343	105392	1.624	100	69	56	18.389	39.316	0	0	6.428	100	137	1.875	100	3	14	17	6	1.276	95	23	2014
GHA	78	79.884	57.212	4406	15	67	42	2	3	128.056	111.643	89	4.05	123.94	13756	-0.308	98	74	42	39.551	50.776	18.458	4	9.116	99	22116	0.064	64	5	28944	9	4	0.462	75	11	2014
IND	85	88.587	50	171455	19	49	37	1	5	120.43	101.921	35	2.306	118.43	17660	-0.222	105	78	17	29.548	38.526	33.144	3	9.058	104	10431	-0.069	79	10	4031	22	8	0.413	66	11	2014
JPN	100	98.876	95.192	2309	14	57	39	0	4	110.446	97.888	70	1.42	97.932	85862	1.806	102	70	44	13.44	30.68	0	0	4.559	102	257	1.598	100	0	5	6	4	1.036	79	8	2014
KEN	36	57.453	27.404	9483	9	72	43	0	5	103.533	102.475	92	3.844	86.484	10951	-0.358	108	77	44	42.409	35.895	10.607	2	9.502	108	8546	-0.412	25	6	35	7	3	-0.146	81	19	2014
MOZ	25	47.013	41.827	10958	2	77	58	0	13	129.51	108.789	98	5.131	70.985	3417	-0.744	109	80	64	46.3	73.244	33.544	1	8.893	114	55	-0.809	3	10	480	7	3	-0.247	79	39	2014
MYS	100	97.044	70.673	2141	20	63	45	5	5	116.992	93.934	64	2.081	98.797	57740	1.147	100	78	34	25.698	130.974	0.361	0	9.67	100	458	0.524	99	7	134	10	3	-0.36	50	10	2014
NAM	48	82.723	69.231	775	5	50	23	0	3	113.4	104.202	88	3.635	96.279	39211	0.224	122	65	31	37.438	105.626	43.471	1	10.79	125	1250	0.206	27	7	485	39	19	0.552	80	33	2014
NER	16	45.395	40.865	5732	10	73	71	2	6	132.828	118.923	73	7.279	97.8	3901	-0.713	66	85	52	49.304	38.719	71.811	2	8.112	72	728	-0.651	7	8	2059	1	1	-0.195	54	13	2014
NGA	54	66.553	13.462	37441	12	57	24	4	6	205.312	119.36	87	5.664	132.598	19428	-1.189	86	64	25	44.616	28.109	20.801	4	8.518	87	90936	-1.056	27	7	35996	10	4	-0.587	63	7	2014
NPL	85	87.753	46.154	3233	12	35	33	0	6	123.351	119.879	46	2.293	124.643	15574	-0.862	146	56	19	36.061	37.3	26.907	26	10.233	142	8542	-0.649	82	6	14	20	11	-0.43	49	29	2014
PHL	90	91.561	51.442	11229	10	60	47	0	3	105.566	95.42	65	3.031	93.692	18732	0.318	109	75	33	33.759	43.971	6.106	10	9.196	110	660	-0.369	85	7	4547	10	4	0.159	79	27	2014
SDN	35.92307692	58.3	30.51053846	12453	9	66.38461538	40.92307692	2.307692308	7	130.8700769	105.4518462	90.07692308	5.235769231	190.8209286	11454.375	-0.766384615	106.6153846	73.46153846	44.53846154	44.52153846	49.28830769	40	2.384615385	9.108923077	105.1428571	837188	-0.677076923	49	6.461538462	7365.769231	26.4	5.076923077	-0.436	68.84615385	22.46153846	2014
SGP	100	100	100	116	12	68	37	0	3	118.144	97.945	77	1.25	97.02	181410	2.218	102	79	35	12.939	251.948	0	0	7.107	102	55	1.821	100	4	2	9	4	-0.099	82	25	2014
SSD	35.92307692	41.187	30.51053846	4310	9	66.38461538	40.92307692	2.307692308	7	130.8700769	105.4518462	90.07692308	5.235769231	229	12313.30769	-0.766384615	106.6153846	73.46153846	44.53846154	44.52153846	49.28830769	66.5	2.384615385	9.108923077	38	616245	-0.677076923	1.1	6.461538462	7365.769231	19.8	5.076923077	-0.436	68.84615385	22.46153846	2014
TGO	46	62.255	29.808	1439	21	57	22	0	10	131.026	109.896	91	4.655	96.439	6928	-1.266	121	61	29	41.801	60.219	47.521	7	8.942	124	9271	-0.858	21	-1	262	4	2	-0.767	82	18	2014
THA	100	98.662	49.038	6800	21	69	49	2	5	106.137	101.796	78	1.51	143.308	32185	0.257	108	79	35	18.618	111.752	0.259	2	6.949	107	223	-0.22	99	2	12	3	1	-0.875	75	6	2014
UGA	20	46.339	20.192	10390	3	68	55	0	10	99.777	89.121	89	5.463	86.699	7074	-0.54	113	74	52	49.697	25.561	7.334	3	9.602	113	7177	-0.395	12	5	309	3	2	-0.586	70	35	2014
AFG	72	62.37	12.857	11566	26	43	53	0	2	100	100	25	5.405	94.832	12784	-1.396	86	75	18	46.419	43.346	14.146	2	9.569	106	2666294	-1.515	65	2	58064	13	9	-1.118	29	28	2015
AUS	100	99.97	97.143	676	8	61	58	1	5	100	100	83	1.814	81.71	111080	1.534	102	71	67	19.54	29.309	0	0	6.844	102	21	1.79	100	3	2	13	6	1.356	97	27	2015
BDI	8	59.581	14.286	1862	1	78	47	0	7	100	100	103	5.695	283.325	2277	-1.237	122	78	58	47.378	31.508	1.778	2	8.627	120	292750	-1.186	1	0	442	3	1	-1.272	73	36	2015
BHR	100	99.93	64.762	57	9	70	53	13	9	100	100	50	2.131	101.129	95341	0.51	103	86	28	16.855	93.003	0	0	8.597	102	422	0.4	100	3	8	5	1	-1.313	35	8	2015
CHN	100	92.706	53.81	52556	29	66	49	1	7	100	100	83	1.67	89.805	27018	0.417	98	76	50	19.322	35.737	0.641	0	6.888	97	212911	-0.409	100	9	13	11	5	-1.661	76	24	2015
CMR	59	65.998	20	8013	11	70	49	2	5	100	100	87	4.832	99.343	11775	-0.833	110	77	44	43.641	31.366	5.454	1	9.392	117	10565	-0.998	21	3	124	6	4	-0.954	51	31	2015
COD	17	36.303	13.333	28574	6	63	29	0	14	100	100	90	6.437	325.379	3852	-1.642	104	70	39	46.688	44.183	11.727	3	8.707	105	541487	-1.6	1	9	19182	8	4	-1.304	42	9	2015
ESP	100	99.927	76.667	592	9	46	19	0	3	100	100	81	1.33	100	110114	1.158	103	65	33	15.895	49.669	0	0	4.773	102	60	0.886	100	3	2	48	22	1.045	98	41	2015
GBR	100	100	96.19	1529	8	59	50	0	3	100	100	83	1.8	100	105912	1.706	100	69	57	18.428	37.428	0	0	6.337	100	128	1.771	100	1	15	15	5	1.298	98	29	2015
GHA	74	80.954	55.714	4309	20	65	39	1	3	100	100	88	4.05	140.366	14125	-0.319	101	74	41	39.427	48.144	18.295	10	8.953	102	22962	0.124	57	3	692	14	7	0.488	75	11	2015
IND	88	89.189	51.429	164209	19	49	36	0	5	100	100	35	2.287	121.13	18792	0.08	105	77	16	29.032	31.474	30.368	3	9.017	104	9882	-0.07	83	9	889	23	8	0.428	66	12	2015
JPN	100	98.913	92.857	2226	14	57	40	0	4	100	100	70	1.45	100	86906	1.754	102	70	43	13.316	28.64	0	0	4.56	102	140	1.486	100	1	7	5	3	0.988	79	9	2015
KEN	42	58.141	22.857	9352	9	72	43	0	5	100	100	92	3.8	94.474	11143	-0.393	105	77	44	41.979	31.373	10.074	2	9.409	105	7902	-0.507	29	6	13291	7	3	-0.146	81	20	2015
KWT	100	100	55.714	102	6	71	29	9	7	100	100	57	2.16	87.185	98694	-0.079	105	87	17	19.448	74.255	0	0	5.835	102	1076	-0.021	100	1	5	16	2	-0.664	29	2	2015
MOZ	24	49.076	36.19	11270	3	76	57	0	13	100	100	98	5.062	75.996	3561	-0.828	109	80	63	46.053	72.472	31.762	1	8.923	115	55	-0.869	1	7	8739	7	3	-0.271	79	40	2015
MWI	11	66.218	33.81	4238	5	66	54	0	3	100	100	88	4.452	75.179	4673	-0.738	138	74	54	47.108	36.249	6.445	0	9.03	138	429	-0.329	3	5	693	7	5	-0.004	78	17	2015
MYS	100	97.052	64.762	2145	19	63	44	4	5	100	100	65	2.039	100	59361	0.917	99	78	34	25.265	124.744	0.354	1	9.511	99	435	0.402	100	5	244	11	3	-0.391	50	10	2015
NER	17	45.816	41.905	5928	10	73	71	1	5	100	100	73	7.211	100	3920	-0.722	68	85	52	49.259	36.938	70.995	2	8.18	75	1383	-0.593	8	8	51	1	1	-0.204	54	13	2015
NGA	52	68.185	20	37392	12	57	24	1	6	100	100	86	5.616	136.396	19522	-0.996	81	64	25	44.549	19.252	20.515	4	8.533	84	167973	-0.982	26	5	5290	11	4	-0.373	63	6	2015
NPL	82	88.276	44.762	3850	12	35	33	0	6	100	100	47	2.25	130.138	15998	-1.135	148	55	20	35.579	30.266	24.007	28	10.37	143	9051	-0.693	79	5	82	20	11	-0.415	56	30	2015
SDN	32.84615385	59	28.09523077	12453	8.076923077	68.38461538	47.38461538	0.384615385	7.923076923	100	100	89.30769231	5.076307692	135.7097857	11423.75	-0.877769231	104	74.92307692	47.30769231	45.23784615	39.48053846	38	3.461538462	8.942384615	101	837188	-0.762076923	49	5.384615385	4740.230769	24.9	3.384615385	-0.515153846	70.61538462	23.30769231	2015
SSD	32.84615385	41.187	28.09523077	4328	8.076923077	68.38461538	47.38461538	0.384615385	7.923076923	100	100	89.30769231	5.076307692	270	8142	-0.877769231	104	74.92307692	47.30769231	45.23784615	39.48053846	65	3.461538462	8.942384615	35	778400	-0.762076923	1.3	5.384615385	4740.230769	19.6	3.384615385	-0.515153846	70.61538462	23.30769231	2015
SWE	100	99.672	100	287	7	60	42	0	4	100	100	90	1.85	100	120618	1.686	122	68	57	17.804	55.122	0	1	6.664	120	18	1.99	100	4	1	20	7	1.565	100	44	2015
TGO	45	63.387	37.143	1446	20	57	22	0	9	100	100	91	4.594	98.563	7124	-1.226	126	61	29	41.654	58.153	46.513	6	8.903	128	8774	-0.819	20	9	35	4	2	-0.701	84	18	2015
THA	100	98.929	44.762	6845	21	69	48	1	5	100	100	78	1.469	144.343	33207	0.238	102	78	34	18.32	103.904	0.201	1	6.913	106	209	-0.188	100	5	125	3	1	-0.969	75	6	2015
TZA	26	50.831	37.143	7137	3	82	72	0	8	100	100	91	5.088	100	6632	-0.653	85	88	69	45.852	32.95	8.053	1	8.878	84	810	-0.395	11	6	11563	4	2	-0.222	81	36	2015
UGA	18	47.909	20.952	10834	3	68	55	0	10	100	100	90	5.306	91.197	7181	-0.575	104	74	53	49.27	24.068	6.875	3	9.722	104	6311	-0.415	9	5	1461	4	3	-0.568	70	35	2015
ZWE	34	64.955	11.905	4118	2	62	54	0	15	100	100	84	3.849	9.719	10061	-1.249	99	72	44	45.234	46.591	21.643	10	8.994	102	21332	-1.338	11	4	60	8	5	-1.166	87	31	2015
AFG	98	65.172	10	12291	25	42	50	0	2	104.384	102.842	27	5.262	92.749	12811	-1.29	86	74	19	46.126	39.356	13.313	3	9.658	106	2501447	-1.521	97	2	677	15	10	-1.038	38	28	2016
AGO	42	55.084	10.476	10160	2	63	36	16	3	83.146	98.844	94	5.686	1046.076	27324	-0.971	102	78	55	46.482	77.005	21.227	0	8.608	107	8388	-1.004	5	-5	78	34	17	-1.14	73	37	2016
AUS	100	99.97	96.667	684	8	61	58	1	4	102.569	107.311	84	1.752	81.174	112190	1.533	101	71	66	19.543	32.195	0	0	6.807	101	15	1.717	100	4	1	13	6	1.354	97	29	2016
BDI	8	60.204	13.333	1743	1	78	48	0	8	103.236	101.296	102	5.587	286.083	2246	-1.484	117	79	58	48.071	28.021	1.7	1	8.244	116	408066	-1.485	2	1	434	2	1	-1.555	73	36	2016
BEN	37	65.997	47.619	2348	23	64	32	0	6	105.495	101.723	85	5.303	100.684	8416	-0.625	121	71	38	43.714	39.303	53.606	2	9.013	126	479	-0.626	15	2	761	4	2	0.408	74	7	2016
CHN	100	93.408	55.238	48721	29	66	49	0	7	92.266	101.419	83	1.772	91.069	28849	0.357	98	75	49	19.305	32.809	0.546	0	6.391	97	207768	-0.325	100	8	27	11	5	-1.56	76	24	2016
COD	17	36.16	11.905	29646	6	63	29	0	14	82.819	89.312	90	6.392	339.53	3815	-1.559	106	70	39	46.692	34.159	11.792	2	8.794	108	537474	-1.647	1	5	28093	9	5	-1.412	49	9	2016
COG	45	72.187	14.762	1013	23	54	23	7	5	91.623	102.499	96	4.487	128.71	25815	-1.134	101	69	44	42.493	175.377	8.745	0	8.319	101	13291	-1.15	12	-2	15	42	21	-1.161	49	7	2016
DEU	100	100	96.667	1435	14	58	47	0	3	100.614	100.47	84	1.6	101.328	118639	1.661	101	67	48	13.834	68.87	0	0	5.232	101	67	1.584	100	2	1	7	4	1.364	97	36	2016
DNK	100	100	100	110	9	58	50	0	2	99.863	100.977	87	1.79	100.255	133462	1.822	100	66	61	17.285	57.755	0	0	6.524	101	10	1.884	100	3	1	12	6	1.541	100	37	2016
GBR	100	100	97.619	1539	8	60	50	0	2	88.195	100.745	84	1.79	101.965	106362	1.575	100	69	58	18.501	38.957	0	0	6.227	99	78	1.64	100	3	19	13	5	1.295	98	30	2016
GHA	79	82.025	57.619	4245	18	66	41	1	3	107.918	107.844	89	3.911	162.471	14005	-0.254	100	73	41	39.244	42.835	18.134	5	8.794	100	15527	0.035	67	3	175	11	5	0.584	75	11	2016
IND	90	89.788	53.333	156949	19	48	35	0	5	98.728	101.689	35	2.273	125.052	20070	0.061	105	77	15	28.501	27.287	27.605	3	8.976	104	7288	-0.055	85	8	841	24	8	0.441	66	12	2016
JPN	100	98.951	92.381	2161	14	58	42	0	3	103.221	102.275	71	1.44	100.42	86530	1.786	102	70	45	13.184	25.037	0	0	4.564	102	53	1.385	100	1	10	5	3	0.984	79	9	2016
KEN	53	58.826	27.619	9276	9	72	43	0	5	96.422	101.022	92	3.724	100	11252	-0.402	104	77	44	41.52	26.468	9.545	2	9.35	105	7526	-0.456	42	6	5866	7	3	-0.114	84	20	2016
KOR	100	99.52	71.429	1129	13	61	22	0	6	94.052	99.875	71	1.172	101.986	82793	1.022	100	74	32	13.774	60.121	0	0	6.445	100	243	1.128	100	3	4	10	4	0.642	85	17	2016
MOZ	26	51.164	30.952	11489	3	76	57	0	12	97.509	101.564	98	4.992	85.238	3601	-0.945	109	80	63	45.754	70.71	29.99	1	8.964	114	48	-1.075	5	3	883	7	3	-0.417	79	40	2016
MWI	11	67.033	32.857	4161	5	65	53	0	3	94.635	93.655	88	4.309	90.435	4703	-0.795	137	73	52	46.799	41.417	5.89	0	9.026	137	427	-0.395	5	5	1792	7	5	-0.03	78	17	2016
NER	17	46.224	41.429	6151	10	73	71	1	5	94.853	103.567	73	7.141	101.793	3983	-0.694	70	85	52	49.201	30.715	70.17	2	8.262	77	1230	-0.685	9	4	38	1	1	-0.422	54	15	2016
NGA	59	69.817	22.381	37326	12	57	24	1	6	66.318	80.81	84	5.584	149.413	18828	-1.12	79	64	24	44.437	17.011	20.226	5	8.558	82	229290	-1.038	34	-1	768	11	4	-0.319	63	6	2016
NLD	100	100	97.619	296	6	60	59	0	3	100.029	103.253	84	1.66	100.455	126193	1.821	105	70	69	16.894	136.648	0	0	6.118	106	32	1.847	100	2	1	11	6	1.54	98	37	2016
NPL	91	88.79	32.857	3242	12	36	32	0	6	96.57	100.152	49	2.203	139.444	15713	-0.894	142	55	21	34.959	39.272	21.125	27	10.478	139	8364	-0.811	90	1	192	20	11	-0.251	56	30	2016
PHL	92	92.393	45.714	11295	10	60	46	0	3	95.726	96.87	64	2.892	94.208	20386	0.018	105	75	30	32.932	44.644	5.329	10	9.204	106	426	-0.431	88	8	124	8	3	0.163	79	30	2016
RWA	29	59.441	79.524	1770	5	53	39	0	4	107.234	103.599	82	4.06	92.453	7324	0.014	135	67	42	42.202	34.329	2.421	2	9.238	135	286063	0.097	19	7	355	17	12	-1.154	72	64	2016
SDN	35	59.7	31.14286667	12498	8.4	66.33333333	45.06666667	1.733333333	7	95.764	99.16573333	89.2	5.010266667	197.864375	11393.125	-0.831	104.8	74.6	47.8	45.06506667	47.48706667	37.28571429	2.4	8.8478	102.0625	837188	-0.765666667	49	2.933333333	3409.6	23.6	6	-0.5854	70.73333333	24.66666667	2016
SSD	35	41.187	31.14286667	4328	8.4	66.33333333	45.06666667	1.733333333	7	95.764	99.16573333	89.2	5.010266667	270	10356.13333	-0.831	104.8	74.6	47.8	45.06506667	47.48706667	64	2.4	8.8478	35	1016231	-0.765666667	1.5	2.933333333	3409.6	19.4	6	-0.5854	70.73333333	24.66666667	2016
THA	100	99.192	47.619	6904	21	68	47	1	5	100.503	100.858	78	1.435	148.148	34602	0.226	105	77	34	18.029	99.085	0.145	2	6.898	105	147	-0.028	100	5	52	4	1	-1.023	75	6	2016
TZA	33	52.281	44.762	7171	3	81	71	0	7	93.094	90.676	90	5.033	107.472	6876	-0.606	86	87	68	45.775	27.725	7.801	1	8.753	84	579	-0.395	17	6	11360	4	2	-0.223	81	37	2016
UGA	27	49.494	19.048	11246	3	68	55	0	10	109.497	107.837	91	5.174	95.557	7225	-0.632	107	74	53	48.716	25.034	6.422	4	9.848	106	6229	-0.27	18	6	516	5	3	-0.648	70	33	2016
ZWE	42	64.469	12.857	4111	3	62	54	0	14	102.661	103.238	84	3.771	9.915	9929	-1.258	98	72	44	44.876	42.197	20.927	9	8.946	100	18141	-1.391	22	4	10	9	6	-1.178	87	31	2016
AFG	98	68.009	9.524	12872	24	42	48	0	2	126.53	117.009	29	5.129	94.978	12821	-1.389	86	73	20	45.71	41.528	12.48	4	9.758	106	2624265	-1.584	97	-1	33	17	11	-0.991	38	28	2017
AGO	43	55.843	11.429	10191	2	63	36	21	3	104.317	96.649	94	5.6	1282.641	26415	-0.952	118	78	55	46.401	66.598	19.921	0	8.561	122	8292	-1.04	6	2	828	33	17	-1.095	73	30	2017
AUS	100	99.97	96.667	704	8	62	58	1	4	123.149	106.912	85	1.741	84.138	112200	1.498	101	71	66	19.514	34.661	0	0	6.777	101	10	1.645	100	3	3	13	6	1.378	97	29	2017
BDI	9	60.831	13.81	1673	1	79	50	0	8	142.486	129.037	102	5.481	318.837	2210	-1.382	112	79	58	48.308	34.036	1.621	1	7.947	111	439320	-1.415	2	1	399	2	1	-1.576	73	36	2017
BEN	34	66.227	43.81	2403	24	63	31	0	6	131.752	118.536	83	5.269	100.313	8800	-0.698	117	70	36	43.625	44.955	52.738	2	8.996	122	572	-0.645	17	5	11	4	2	0.381	74	7	2017
CHN	100	94.077	53.333	46471	29	65	48	1	7	99.555	108.572	83	1.813	94.924	30897	0.417	99	75	48	19.355	33.363	0.457	0	6.087	98	207716	-0.256	100	8	14	10	4	-1.504	76	24	2017
COD	18	36.007	10.952	30514	6	63	29	0	14	141.573	127.381	90	6.349	485.761	3830	-1.668	107	70	39	46.707	47.605	11.854	3	8.835	111	620805	-1.715	1	3	56190	9	5	-1.466	70	9	2017
IND	92	90.383	53.333	149923	18	48	34	0	4	111.678	108.805	35	2.2	130.016	21166	0.041	103	76	15	27.964	28.255	24.803	3	8.929	102	7926	-0.029	88	6	385	25	8	0.387	69	12	2017
JPN	100	98.988	91.905	2123	14	59	42	0	3	111.747	108.364	72	1.43	100.345	86973	1.58	102	70	45	13.035	27.793	0	0	4.572	102	44	1.529	100	1	7	5	3	1.004	79	10	2017
KEN	56	59.508	24.286	9307	10	72	41	0	5	97.31	93.396	93	3.643	107.582	11456	-0.391	101	77	43	41.027	27.346	9.02	2	9.328	101	7567	-0.43	46	5	4288	9	4	-0.201	84	22	2017
KOR	100	99.602	72.381	1124	14	61	22	0	6	108.911	106.172	72	1.052	104.253	84481	1.029	98	74	32	13.436	64.826	0	0	6.421	99	239	1.13	100	3	5	10	4	0.758	85	17	2017
MOZ	24	53.277	29.524	11808	3	76	56	1	12	138.439	117.271	98	4.922	92.038	3573	-0.958	108	80	63	45.469	79.128	28.23	2	9.019	112	48	-1.008	4	0	5892	7	4	-0.42	79	40	2017
MWI	13	67.846	40.476	4112	5	64	52	0	3	81.83	80.887	88	4.22	100	4799	-0.726	140	72	51	46.419	37.904	5.337	1	9.051	139	434	-0.394	4	4	344	7	5	-0.031	78	17	2017
NGA	54	71.452	18.095	37340	12	56	24	3	6	88.553	86.868	82	5.523	166.026	18577	-1.041	74	65	24	44.277	20.158	19.934	6	8.586	76	238977	-0.889	23	-1	12174	12	5	-0.34	63	6	2017
NPL	87	89.297	38.095	3294	13	36	32	0	6	102.992	106.407	51	2.15	150.964	16701	-0.943	139	54	21	34.277	38.269	18.261	24	10.536	135	8415	-0.694	85	8	7	20	11	-0.2	56	30	2017
PHL	93	92.808	45.238	11265	10	58	43	0	3	116.805	114.895	61	2.865	96.394	22162	-0.035	103	73	28	32.582	51.941	4.942	10	9.167	103	445	-0.5	90	7	134	7	3	0.084	79	29	2017
QAT	100	99.958	80.476	96	7	87	79	7	7	86.568	91.253	60	1.839	88.957	143389	0.728	107	96	39	9.331	60.456	0.063	0	6.856	106	31	0.695	100	-1	5	1	0	-1.176	29	10	2017
SAU	100	98.667	67.619	2636	2	52	20	8	6	108.983	104.28	26	2.584	87.158	123924	0.211	108	79	7	23.583	49.84	0	0	8.508	106	1219	0.076	100	3	5	31	6	-1.69	32	20	2017
SDN	53	60.4	25.99208333	12542	7.25	66.58333333	43.08333333	2.5	7.166666667	114.0396667	105.6605	88.25	5.183583333	263.8806923	11362.5	-0.945333333	103.1666667	74.08333333	46.66666667	45.8445	42.93133333	36.57142857	1.833333333	8.910333333	99.92307692	837188	-0.832166667	49	1.333333333	7361.083333	22.3	4.916666667	-0.610083333	74.16666667	22.41666667	2017
SGP	100	100	100	108	11	68	38	0	3	106.217	106.136	78	1.16	103.398	195318	2.225	101	79	36	12.041	204.328	0	0	6.933	101	48	1.784	100	4	3	10	4	-0.169	82	23	2017
SSD	30.5	41.187	25.99208333	4328	7.25	66.58333333	43.08333333	2.5	7.166666667	114.0396667	105.6605	88.25	5.183583333	270	9379	-0.945333333	103.1666667	74.08333333	46.66666667	45.8445	42.93133333	63	1.833333333	8.910333333	35	1987113	-0.832166667	1.6	1.333333333	7361.083333	19.9	4.916666667	-0.610083333	74.16666667	22.41666667	2017
TCD	11	49.125	11.905	5272	12	60	42	5	4	108.05	102.983	68	6.537	113.545	6310	-1.511	67	72	35	48.741	44.718	64.731	0	8.667	77	16325	-1.321	4	-10	1266	1	1	-1.371	66	13	2017
THA	100	99.388	46.667	6945	20	67	46	1	5	110.417	106.966	78	1.41	150.963	36228	0.258	97	76	33	17.754	100.394	0.089	1	6.879	101	164	0.014	100	6	8	4	1	-1.045	75	5	2017
TZA	32	53.721	46.19	7242	4	81	70	0	7	85.087	81.022	90	4.993	110.307	7123	-0.683	89	87	67	45.622	23.298	7.551	1	8.674	88	655	-0.469	16	5	4895	4	2	-0.278	81	37	2017
UGA	32	51.092	18.095	11733	3	68	54	0	10	127.987	124.822	92	5.052	100	7144	-0.633	106	73	54	48.09	27.637	5.974	4	9.958	106	6409	-0.32	23	0	252	6	4	-0.588	70	34	2017
ZMB	40	64.887	43.333	4387	5	54	32	0	8	121.092	109.074	79	4.614	183.399	12311	-0.701	99	66	35	45.448	61.793	9.605	0	9.302	99	260	-0.34	14	2	1794	17	9	-0.336	79	18	2017
AGO	45	56.592	16.667	10239	2	63	36	26	2	122.834	87.249	94	5.519	1643.923	25229	-1.005	86	78	54	46.305	71.184	18.678	0	8.517	89	8243	-1.001	7	1	1546	33	17	-0.903	73	30	2018
BDI	10	61.461	10.476	1631	1	79	51	0	8	149.436	140.858	101	5.38	309.747	2169	-1.45	108	79	58	48.11	36.48	1.541	2	7.723	108	387850	-1.514	2	1	92	2	1	-1.669	73	36	2018
BGD	87	97.7	26.667	12968	17	56	49	1	2	121.228	121.533	45	2.04	111.146	15901	-0.763	116	81	27	28.858	31.039	0.496	5	9.354	112	21022	-0.65	81	7	566	13	5	-0.742	49	20	2018
CMR	62	67.515	16.19	8266	11	69	48	3	4	93.711	80.667	87	4.694	102.942	12138	-0.858	97	77	44	43.356	23.674	4.916	1	9.085	103	45118	-1.103	26	5	1052	6	4	-1.129	60	31	2018
COD	19	35.847	9.048	31186	6	63	29	1	13	230.33	189.783	90	6.302	636.341	3931	-1.572	109	70	39	46.779	58.724	11.914	4	8.813	114	720302	-1.803	1	1	30768	9	5	-1.499	70	9	2018
COG	47	73.407	11.429	1016	23	53	22	26	6	129.364	100.597	97	4.367	176.783	22864	-1.2	86	69	44	42.426	99.1	8.647	0	8.208	88	13354	-1.134	12	-2	60	43	21	-1.194	49	11	2018
IND	96	90.975	55.714	143103	18	48	33	1	4	121.208	112.757	35	2.177	135.066	22281	0.263	102	75	14	27.442	31.049	21.989	3	8.882	101	9586	-0.001	94	7	697	26	8	0.36	72	12	2018
JPN	100	99.025	91.429	2112	14	60	45	0	3	118.118	111.197	74	1.42	100.345	85738	1.635	102	71	48	12.87	29.491	0	0	4.585	102	42	1.494	100	0	4	4	2	0.995	79	10	2018
KEN	61	60.186	28.571	9370	10	71	39	0	5	102.459	98.422	94	3.58	112.117	11873	-0.494	97	76	43	40.505	25.411	8.498	3	9.353	98	7480	-0.428	52	6	5719	11	4	-0.375	84	22	2018
KOR	100	99.684	78.571	1128	13	61	21	0	5	114.827	108.083	72	0.977	104.756	86589	1.135	99	74	32	13.132	66.076	0	0	6.358	99	274	1.2	100	4	2	10	4	0.798	85	17	2018
MOZ	31	55.414	31.905	12097	3	76	56	1	12	146.847	112.098	98	4.852	95.531	3583	-0.961	112	80	63	45.257	91.674	26.48	3	9.071	116	57	-1.067	8	3	910	8	4	-0.484	82	40	2018
MWI	18	68.657	32.857	4085	5	65	54	0	3	81.471	80.02	87	4.14	106.129	4805	-0.801	136	73	52	45.977	35.666	4.786	2	9.11	137	472	-0.405	12	5	812	7	5	-0.076	78	17	2018
